,customer_id,customer_unique_id,retained,order_purchase_timestamp,price
661,f7060c3a8e6970cabb0af29d2864f4fd,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:12,89.9
662,f7060c3a8e6970cabb0af29d2864f4fd,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:12,89.9
663,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
664,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
665,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
666,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
667,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
668,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
669,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
670,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
671,f7060c3a8e6970cabb0af29d2864f4fd,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:12,89.9
672,f7060c3a8e6970cabb0af29d2864f4fd,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:12,89.9
673,f7060c3a8e6970cabb0af29d2864f4fd,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:12,89.9
674,f7060c3a8e6970cabb0af29d2864f4fd,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:12,89.9
675,f7060c3a8e6970cabb0af29d2864f4fd,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:12,89.9
676,f7060c3a8e6970cabb0af29d2864f4fd,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:12,89.9
677,f7060c3a8e6970cabb0af29d2864f4fd,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:12,89.9
678,f7060c3a8e6970cabb0af29d2864f4fd,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:12,89.9
679,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
680,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
681,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
682,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
683,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
684,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
685,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
686,9909994172bb92df37805f2d2442faa1,88ecb91d6d5e47ebdc2129cd046b0935,True,2017-05-19 15:41:14,13.9
717,79325a5900413d28fb63c05bfbd39e5c,19f8fcd23ed70e29220a6a2f13ecd911,True,2017-11-02 20:28:53,89.9
718,79325a5900413d28fb63c05bfbd39e5c,19f8fcd23ed70e29220a6a2f13ecd911,True,2017-11-02 20:28:53,89.9
719,79325a5900413d28fb63c05bfbd39e5c,19f8fcd23ed70e29220a6a2f13ecd911,True,2017-11-02 20:28:53,89.9
720,79325a5900413d28fb63c05bfbd39e5c,19f8fcd23ed70e29220a6a2f13ecd911,True,2017-11-02 20:28:53,89.9
723,62dee8b517273bba680eb604ffbb7726,473d9165586cfc6708841d07adf6c020,True,2018-05-16 10:40:30,84.0
724,62dee8b517273bba680eb604ffbb7726,473d9165586cfc6708841d07adf6c020,True,2018-05-16 10:40:30,84.0
725,62dee8b517273bba680eb604ffbb7726,473d9165586cfc6708841d07adf6c020,True,2018-05-16 10:40:30,84.0
726,62dee8b517273bba680eb604ffbb7726,473d9165586cfc6708841d07adf6c020,True,2018-05-16 10:40:30,107.9
727,62dee8b517273bba680eb604ffbb7726,473d9165586cfc6708841d07adf6c020,True,2018-05-16 10:40:30,107.9
728,62dee8b517273bba680eb604ffbb7726,473d9165586cfc6708841d07adf6c020,True,2018-05-16 10:40:30,107.9
729,62dee8b517273bba680eb604ffbb7726,473d9165586cfc6708841d07adf6c020,True,2018-05-16 10:40:30,78.25
730,62dee8b517273bba680eb604ffbb7726,473d9165586cfc6708841d07adf6c020,True,2018-05-16 10:40:30,78.25
731,62dee8b517273bba680eb604ffbb7726,473d9165586cfc6708841d07adf6c020,True,2018-05-16 10:40:30,78.25
760,477c364409ec4664afc58d14a58462b8,43dce1c46f91f3cd233905d0a8b19153,True,2017-05-02 15:04:19,89.9
776,483468a56a54dbbbf8f2b2354cc8a729,0178b244a5c281fb2ade54038dd4b161,True,2017-05-10 20:04:09,89.9
778,6a3e325c41d9bf26e23a25e1158851fe,4307ca57b237ef2790e2a99ebcf3c7db,True,2018-02-05 18:03:36,86.9
779,6a3e325c41d9bf26e23a25e1158851fe,4307ca57b237ef2790e2a99ebcf3c7db,True,2018-02-05 18:03:36,86.9
780,6a3e325c41d9bf26e23a25e1158851fe,4307ca57b237ef2790e2a99ebcf3c7db,True,2018-02-05 18:03:36,109.9
781,6a3e325c41d9bf26e23a25e1158851fe,4307ca57b237ef2790e2a99ebcf3c7db,True,2018-02-05 18:03:36,109.9
795,860ac166573be76ffb00c3e483892094,919bf2617845a0f73acc0361cba58267,True,2017-09-16 21:10:54,89.9
797,4181c1efd9dac6b7c835fddf36b25185,7c927c2454a57a0e02fcaceb99750523,True,2017-04-01 15:42:51,89.9
798,4181c1efd9dac6b7c835fddf36b25185,7c927c2454a57a0e02fcaceb99750523,True,2017-04-01 15:42:51,89.9
799,dd742ad37209136e32c9530457372fe9,7c927c2454a57a0e02fcaceb99750523,True,2017-04-01 15:42:51,65.06
800,dd742ad37209136e32c9530457372fe9,7c927c2454a57a0e02fcaceb99750523,True,2017-04-01 15:42:51,65.06
826,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
827,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
828,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
829,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
830,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
831,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
832,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
833,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
834,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
835,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
836,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
837,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
838,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
839,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
840,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
841,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
842,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
843,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
844,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
845,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
846,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
847,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
848,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
849,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
850,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
851,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
852,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
853,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
854,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
855,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
856,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
857,a04716671ee5940d3e3fa0c3fbc939da,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:27,89.9
858,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
859,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
860,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
861,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
862,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
863,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
864,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
865,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
866,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
867,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
868,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
869,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
870,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
871,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
872,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
873,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
874,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
875,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
876,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
877,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
878,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
879,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
880,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
881,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
882,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
883,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
884,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
885,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
886,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
887,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
888,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
889,57488cc627f8aef89c99cd5d8c3134f1,096e351116755fe4c3c1e48eaf301a41,True,2017-05-16 10:49:26,105.9
963,09e28006e0a25bff69fc0f9cf24e147e,209e5691e2cda59cd71e45417d7f95a2,True,2018-01-08 13:14:49,86.9
964,09e28006e0a25bff69fc0f9cf24e147e,209e5691e2cda59cd71e45417d7f95a2,True,2018-01-08 13:14:49,86.9
965,bdb07c4ef56b510b835265bfdfbe8319,209e5691e2cda59cd71e45417d7f95a2,True,2018-01-08 13:14:48,89.9
966,bdb07c4ef56b510b835265bfdfbe8319,209e5691e2cda59cd71e45417d7f95a2,True,2018-01-08 13:14:48,89.9
967,09e28006e0a25bff69fc0f9cf24e147e,209e5691e2cda59cd71e45417d7f95a2,True,2018-01-08 13:14:49,86.9
996,aa4e8db1608174fbd06df307c6ff687c,d7e0432688bbd72d3567568903f6117c,True,2018-01-13 15:58:14,86.9
1033,f774bf697b9b702ff9169e23ffb8b3fe,9aaa6812e0daefa1f7edd5f772297d2e,True,2018-05-01 18:10:20,83.79
1108,10ae228290257879f2e957f97b8439d1,4191bcfd448dc07138d2951ea4d10008,True,2017-06-05 17:14:12,89.9
1166,72aa84f482e9441a8c1599c07d734e45,6be28ae15cd1e7b3f3f36ac483512822,True,2017-11-24 00:08:10,89.9
1167,72aa84f482e9441a8c1599c07d734e45,6be28ae15cd1e7b3f3f36ac483512822,True,2017-11-24 00:08:10,89.9
1168,72aa84f482e9441a8c1599c07d734e45,6be28ae15cd1e7b3f3f36ac483512822,True,2017-11-24 00:08:10,89.9
1169,72aa84f482e9441a8c1599c07d734e45,6be28ae15cd1e7b3f3f36ac483512822,True,2017-11-24 00:08:10,89.9
1170,72aa84f482e9441a8c1599c07d734e45,6be28ae15cd1e7b3f3f36ac483512822,True,2017-11-24 00:08:10,89.9
1171,72aa84f482e9441a8c1599c07d734e45,6be28ae15cd1e7b3f3f36ac483512822,True,2017-11-24 00:08:10,89.9
1172,72aa84f482e9441a8c1599c07d734e45,6be28ae15cd1e7b3f3f36ac483512822,True,2017-11-24 00:08:10,116.9
1173,72aa84f482e9441a8c1599c07d734e45,6be28ae15cd1e7b3f3f36ac483512822,True,2017-11-24 00:08:10,116.9
1174,72aa84f482e9441a8c1599c07d734e45,6be28ae15cd1e7b3f3f36ac483512822,True,2017-11-24 00:08:10,116.9
1205,8324febfdc14e00556da88cb6d151901,139093b1c6e7e3108ac0469ce43bfb99,True,2017-08-28 17:09:05,59.9
1206,8324febfdc14e00556da88cb6d151901,139093b1c6e7e3108ac0469ce43bfb99,True,2017-08-28 17:09:05,59.9
1207,8324febfdc14e00556da88cb6d151901,139093b1c6e7e3108ac0469ce43bfb99,True,2017-08-28 17:09:05,59.9
1208,8324febfdc14e00556da88cb6d151901,139093b1c6e7e3108ac0469ce43bfb99,True,2017-08-28 17:09:05,59.9
1209,8324febfdc14e00556da88cb6d151901,139093b1c6e7e3108ac0469ce43bfb99,True,2017-08-28 17:09:05,59.9
1210,8324febfdc14e00556da88cb6d151901,139093b1c6e7e3108ac0469ce43bfb99,True,2017-08-28 17:09:05,59.9
1211,8324febfdc14e00556da88cb6d151901,139093b1c6e7e3108ac0469ce43bfb99,True,2017-08-28 17:09:05,59.9
1212,8324febfdc14e00556da88cb6d151901,139093b1c6e7e3108ac0469ce43bfb99,True,2017-08-28 17:09:05,59.9
1266,d86b3fd8a411243077abf47be7622496,aa819ffd42a7a52ddfaee53f024fafdd,True,2017-11-25 16:35:58,49.0
1364,67f9356eeee9f299243a452183ab57a6,5e0aa142dc4760e62a74c1830cbf91b1,True,2018-02-15 18:49:19,49.9
1375,b42b585944a004bd4d474f531012bba6,22ac8971f405f9520b3e7cf37e042ee7,True,2018-01-30 09:40:05,49.9
1376,b42b585944a004bd4d474f531012bba6,22ac8971f405f9520b3e7cf37e042ee7,True,2018-01-30 09:40:05,49.9
1377,b42b585944a004bd4d474f531012bba6,22ac8971f405f9520b3e7cf37e042ee7,True,2018-01-30 09:40:05,49.9
1378,b42b585944a004bd4d474f531012bba6,22ac8971f405f9520b3e7cf37e042ee7,True,2018-01-30 09:40:05,49.9
1477,724dd97cb4813b4be4c1599f6baf15ca,8e84222ad36cb6ab528b745ae6e18d11,True,2017-11-24 15:10:38,49.0
1616,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,53.9
1617,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,53.9
1618,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,53.9
1619,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,53.9
1620,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,53.9
1621,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,53.9
1622,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,53.9
1623,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,53.9
1624,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,53.9
1625,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,53.9
1626,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,53.9
1627,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,53.9
1628,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,119.9
1629,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,119.9
1630,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,119.9
1631,f3089c3aa82840398d566605b79546cd,0e4d012fac3d20c033e0284fb6d2ea6a,True,2018-04-30 19:40:57,119.9
1645,bf5fb5962bc4f22122214e62fa266098,323ff9fd6b4a3edcdf3039e1fb213eb6,True,2017-11-23 13:48:47,49.0
1702,738ab8c2a294ceb2544af384b8dec6c0,4d28234ccc945685ca892f6184032215,True,2018-05-08 22:47:43,53.9
1764,3a9686af66e7ba1291b19d2e41d584ce,c85df1c6ef6f7bb605e1c49d34f172ee,True,2017-11-05 10:22:05,59.9
1765,3a9686af66e7ba1291b19d2e41d584ce,c85df1c6ef6f7bb605e1c49d34f172ee,True,2017-11-05 10:22:05,59.9
1766,3a9686af66e7ba1291b19d2e41d584ce,c85df1c6ef6f7bb605e1c49d34f172ee,True,2017-11-05 10:22:05,59.9
1767,3a9686af66e7ba1291b19d2e41d584ce,c85df1c6ef6f7bb605e1c49d34f172ee,True,2017-11-05 10:22:05,59.9
1771,dafb48d3122c3431292b3e7efe1182ce,36cfec707344b75d20e6c7ef583c3b8c,True,2018-05-20 22:55:19,53.9
1776,e66d8346bd198b15fe6432ef72beaba8,addc1082e059523e5ef2e7486d1d8905,True,2018-02-27 10:08:49,53.9
1777,e66d8346bd198b15fe6432ef72beaba8,addc1082e059523e5ef2e7486d1d8905,True,2018-02-27 10:08:49,53.9
1778,e66d8346bd198b15fe6432ef72beaba8,addc1082e059523e5ef2e7486d1d8905,True,2018-02-27 10:08:49,53.9
1779,ca99696301cbb5d40991c426ff821447,addc1082e059523e5ef2e7486d1d8905,True,2018-02-27 10:08:49,56.0
1780,ca99696301cbb5d40991c426ff821447,addc1082e059523e5ef2e7486d1d8905,True,2018-02-27 10:08:49,56.0
1781,ca99696301cbb5d40991c426ff821447,addc1082e059523e5ef2e7486d1d8905,True,2018-02-27 10:08:49,56.0
1782,ca99696301cbb5d40991c426ff821447,addc1082e059523e5ef2e7486d1d8905,True,2018-02-27 10:08:49,56.0
1783,ca99696301cbb5d40991c426ff821447,addc1082e059523e5ef2e7486d1d8905,True,2018-02-27 10:08:49,56.0
1784,ca99696301cbb5d40991c426ff821447,addc1082e059523e5ef2e7486d1d8905,True,2018-02-27 10:08:49,56.0
1785,367d2bdd1791432a6864b006df0c9a1f,c85df1c6ef6f7bb605e1c49d34f172ee,True,2017-12-09 23:02:28,59.0
1867,84c17812858f1155ffcb307ef1ece533,a029899dd8534557a81c369475ff80c8,True,2018-04-27 13:36:40,53.9
1868,84c17812858f1155ffcb307ef1ece533,a029899dd8534557a81c369475ff80c8,True,2018-04-27 13:36:40,53.9
1869,84c17812858f1155ffcb307ef1ece533,a029899dd8534557a81c369475ff80c8,True,2018-04-27 13:36:40,53.9
1870,84c17812858f1155ffcb307ef1ece533,a029899dd8534557a81c369475ff80c8,True,2018-04-27 13:36:40,53.9
1871,84c17812858f1155ffcb307ef1ece533,a029899dd8534557a81c369475ff80c8,True,2018-04-27 13:36:40,53.9
1872,84c17812858f1155ffcb307ef1ece533,a029899dd8534557a81c369475ff80c8,True,2018-04-27 13:36:40,53.9
1873,84c17812858f1155ffcb307ef1ece533,a029899dd8534557a81c369475ff80c8,True,2018-04-27 13:36:40,53.9
1874,84c17812858f1155ffcb307ef1ece533,a029899dd8534557a81c369475ff80c8,True,2018-04-27 13:36:40,53.9
